,Afghanistan,Albania,Algeria,Argentina,Armenia,Australia,Austria,Azerbaijan,Belarus,Belgium,Belgium-Luxembourg,Bhutan,Bolivia (Plurinational State of),Bosnia and Herzegovina,Brazil,Bulgaria,Canada,Chile,China,"China, mainland","China, Taiwan Province of",Colombia,Croatia,Cyprus,Czechia,Czechoslovakia,Democratic People's Republic of Korea,Denmark,Ecuador,Egypt,El Salvador,Estonia,Finland,France,Georgia,Germany,Greece,Grenada,Guatemala,Honduras,Hungary,India,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Kyrgyzstan,Latvia,Lebanon,Libya,Lithuania,Luxembourg,Madagascar,Malawi,Malta,Mexico,Montenegro,Morocco,Nepal,Netherlands,New Zealand,North Macedonia,Norway,Pakistan,Palestine,Paraguay,Peru,Poland,Portugal,Republic of Korea,Republic of Moldova,RÃ©union,Romania,Russian Federation,Saint Vincent and the Grenadines,Serbia,Serbia and Montenegro,Slovakia,Slovenia,South Africa,Spain,Sweden,Switzerland,Syrian Arab Republic,Tajikistan,Tunisia,Turkey,Turkmenistan,Ukraine,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,USSR,Uzbekistan,Yemen,Yugoslav SFR,Zimbabwe,World,Africa,Eastern Africa,Northern Africa,Southern Africa,Americas,Northern America,Central America,Caribbean,South America,Asia,Central Asia,Eastern Asia,Southern Asia,Western Asia,Europe,Eastern Europe,Northern Europe,Southern Europe,Western Europe,Oceania,Australia and New Zealand,European Union (28),European Union (27),Least Developed Countries,Land Locked Developing Countries,Small Island Developing States,Low Income Food Deficit Countries,Net Food Importing Developing Countries
2002,35630.0,15800.0,121038.0,1156830.0,35200.0,290264.0,478486.0,128599.0,327000.0,348600.0,,7500.0,9810.0,12884.0,857388.0,26417.0,352285.0,1150000.0,19250634.0,19240984.0,9650.0,5327.0,44160.0,10800.0,165974.0,,657482.0,18800.0,11177.0,524948.0,,17160.0,3153.0,1995306.0,64815.0,1471100.0,281082.0,350.0,24916.0,159.0,526865.0,1160000.0,2333896.0,63000.0,10900.0,126530.0,2199219.0,925800.0,39230.0,110453.0,1178.0,109000.0,50354.0,150305.0,20000.0,80000.0,11200.0,6885.0,,33.0,479613.0,,372500.0,32307.0,354000.0,530633.0,63320.0,16699.0,315400.0,1107.0,550.0,123266.0,2167518.0,300225.0,433165.0,224035.0,67.0,491494.0,1950000.0,1050.0,,101623.0,51172.0,141687.0,623307.0,694822.0,18005.0,275023.0,215762.0,94500.0,100000.0,2200000.0,35000.0,522300.0,179400.0,3866376.0,45794.0,,444600.0,2896.0,,6561.0,55301699.0,1776484.0,14691.0,1138486.0,623307.0,8084891.0,4218661.0,504688.0,1400.0,3360142.0,28983611.0,793553.0,21267081.0,3884733.0,3038244.0,15635816.0,6452775.0,394471.0,3854855.0,4933715.0,820897.0,820897.0,12137932.0,11958532.0,85218.0,1337065.0,1400.0,2766801.0,1563299.0
2003,28043.0,13300.0,135542.0,1307460.0,52800.0,326072.0,422912.0,154347.0,136500.0,318900.0,,5700.0,9800.0,40575.0,841821.0,38372.0,402416.0,1250000.0,21105161.0,21101776.0,3385.0,5190.0,46340.0,9500.0,140651.0,,650000.0,32100.0,11912.0,533360.0,,4899.0,2834.0,1721662.0,86320.0,818032.0,207670.0,350.0,19931.0,160.0,507505.0,1470000.0,2518733.0,64000.0,7500.0,118600.0,1953752.0,842100.0,41754.0,93100.0,1442.0,104800.0,36091.0,152000.0,20384.0,97493.0,3920.0,6908.0,,12.0,495217.0,,275200.0,33050.0,359000.0,501192.0,61936.0,12361.0,333741.0,641.0,600.0,134357.0,2427753.0,284971.0,365354.0,494300.0,60.0,811099.0,1700000.0,1150.0,,251144.0,61000.0,101641.0,817167.0,881101.0,21515.0,209501.0,306700.0,53200.0,99000.0,2600000.0,40000.0,871300.0,143900.0,3982586.0,73837.0,,365200.0,3220.0,,7000.0,58101720.0,1896063.0,15410.0,1063486.0,817167.0,8536787.0,4385002.0,515308.0,1500.0,3634977.0,31598064.0,656300.0,22962615.0,4389267.0,3589882.0,15243542.0,7188480.0,358693.0,3842442.0,3853927.0,827264.0,827264.0,11462125.0,11318225.0,76921.0,1503876.0,1500.0,3029563.0,1497435.0
2004,16692.0,15000.0,165372.0,1262440.0,63504.0,285282.0,484096.0,137279.0,231700.0,355800.0,,5917.0,6000.0,53319.0,980203.0,39393.0,386297.0,1300000.0,23681966.0,23675472.0,6494.0,4766.0,63092.0,10549.0,146894.0,,665000.0,35307.0,7915.0,546183.0,,2159.0,2675.0,1800177.0,76343.0,979730.0,274704.0,350.0,21922.0,161.0,700391.0,1521600.0,2219145.0,29000.0,18500.0,150070.0,2136226.0,754600.0,42424.0,148880.0,1379.0,128500.0,6918.0,113300.0,20000.0,33951.0,10700.0,6921.0,,32.0,572906.0,,396400.0,34036.0,436000.0,546000.0,82409.0,16137.0,351916.0,925.0,550.0,146893.0,2521514.0,275123.0,357180.0,310100.0,53.0,1097837.0,2026000.0,1200.0,,188000.0,42000.0,139917.0,765359.0,690886.0,18500.0,284586.0,358200.0,101700.0,135000.0,2100000.0,45000.0,716900.0,170400.0,4722849.0,66744.0,,352400.0,10833.0,,6905.0,62240082.0,2043572.0,15258.0,1262955.0,765359.0,9481196.0,5109146.0,594989.0,1550.0,3775511.0,33476959.0,776480.0,25458746.0,4149306.0,3092427.0,16407073.0,7832729.0,304547.0,3918708.0,4351089.0,831282.0,831282.0,12493471.0,12323071.0,74399.0,1439872.0,1550.0,3204166.0,1696305.0
2005,20239.0,16000.0,199712.0,1206210.0,90798.0,452650.0,452607.0,163057.0,232656.0,324960.0,,10421.0,4000.0,52181.0,850535.0,26130.0,414445.0,1300000.0,24016881.0,24011080.0,5801.0,4435.0,57298.0,10781.0,134094.0,,668000.0,35307.0,16741.0,578250.0,2500.0,10663.0,3610.0,1829166.0,104269.0,891402.0,250019.0,50.0,22122.0,162.0,510361.0,1739000.0,2661901.0,25000.0,14800.0,140337.0,2192000.0,818900.0,45563.0,142200.0,4302.0,107400.0,37524.0,114800.0,19396.0,96533.0,3815.0,6934.0,,66.0,583994.0,,308500.0,35130.0,359000.0,524000.0,86217.0,10928.0,351232.0,970.0,560.0,139332.0,2074951.0,250543.0,367517.0,278421.0,54.0,637979.0,1786000.0,1250.0,,202104.0,47000.0,106196.0,678842.0,774210.0,17683.0,212996.0,296057.0,104800.0,100000.0,2570000.0,45000.0,719800.0,218100.0,4384832.0,77342.0,,402000.0,11275.0,,8000.0,61905998.0,1903990.0,19290.0,1205858.0,678842.0,9008510.0,4799277.0,608778.0,1300.0,3599155.0,35063528.0,801400.0,25871298.0,4817923.0,3572907.0,14953320.0,6447392.0,445148.0,3986834.0,4073946.0,976650.0,976650.0,11366798.0,11148698.0,83999.0,1498243.0,1300.0,3403137.0,1615140.0
2006,52500.0,27566.0,283242.0,1100000.0,96268.0,301251.0,509139.0,178350.0,488785.0,357500.0,,7407.0,2000.0,58109.0,863019.0,26328.0,402773.0,1350000.0,26064930.0,26059000.0,5930.0,4518.0,57571.0,10742.0,136385.0,,665000.0,31779.0,16850.0,570330.0,5000.0,2835.0,3261.0,1679328.0,32800.0,947611.0,288703.0,316.0,22244.0,175.0,537345.0,1814000.0,2306941.0,25000.0,18200.0,121644.0,2130980.0,831800.0,46381.0,115620.0,4554.0,136400.0,33898.0,121500.0,20000.0,99481.0,9080.0,7000.0,,102.0,601915.0,2114.0,374000.0,33336.0,365000.0,354000.0,95826.0,14960.0,348440.0,1063.0,604.0,136399.0,2304892.0,256618.0,407621.0,202790.0,70.0,590413.0,1626000.0,1250.0,240320.0,,30776.0,119176.0,633495.0,650384.0,24000.0,259305.0,374330.0,147000.0,120000.0,2002033.0,43000.0,536500.0,269239.0,4455819.0,61285.0,,514441.0,18728.0,,7196.0,63248879.0,2019887.0,18820.0,1367572.0,633495.0,9024167.0,4858592.0,629334.0,1566.0,3534675.0,36517275.0,956461.0,27969351.0,4562624.0,3028839.0,15032299.0,6480214.0,497653.0,3927469.0,4126963.0,655251.0,655251.0,11490766.0,11221527.0,118971.0,1632738.0,1566.0,3774485.0,1725816.0
2007,59500.0,36000.0,190010.0,1000000.0,111836.0,377980.0,477882.0,187003.0,262928.0,358000.0,,7076.0,1961.0,60962.0,1115379.0,26165.0,446367.0,1400000.0,27865889.0,27859936.0,5953.0,2891.0,62991.0,8594.0,115814.0,,635000.0,32000.0,17500.0,557944.0,5000.0,4087.0,3468.0,1781947.0,101300.0,1070036.0,251408.0,427.0,22113.0,173.0,586113.0,1624000.0,2977881.0,31000.0,15000.0,101226.0,2230191.0,840100.0,31523.0,101660.0,3564.0,122000.0,30542.0,125200.0,20000.0,40619.0,2233.0,7100.0,,63.0,505078.0,1907.0,426816.0,34546.0,391000.0,421000.0,152089.0,10919.0,441575.0,1062.0,650.0,136744.0,1039967.0,245471.0,435686.0,218189.0,,475370.0,2342000.0,1300.0,245228.0,,17724.0,114492.0,708430.0,721178.0,21000.0,274922.0,280247.0,111000.0,101000.0,2457845.0,63400.0,754900.0,243100.0,4122883.0,66874.0,,502500.0,20039.0,,7024.0,65662801.0,2021888.0,17688.0,1295770.0,708430.0,8845340.0,4569250.0,532364.0,1727.0,3741999.0,39278688.0,900560.0,29776675.0,5144578.0,3456875.0,14717905.0,5839170.0,400735.0,4121980.0,4356020.0,798980.0,798980.0,10366455.0,10123355.0,128261.0,1680434.0,1727.0,3406520.0,1834327.0
2008,56061.0,45000.0,260967.0,950000.0,117199.0,265481.0,551356.0,205021.0,379809.0,335000.0,,5038.0,2025.0,51946.0,1124155.0,23517.0,426858.0,1504101.0,29850771.0,29846608.0,4163.0,1050.0,57341.0,6543.0,154063.0,,657518.0,28958.0,6687.0,550743.0,10000.0,2248.0,4282.0,1701752.0,41500.0,1046995.0,259822.0,419.0,22113.0,171.0,568600.0,2001000.0,2778775.0,36362.0,15600.0,97425.0,2210100.0,910700.0,34913.0,94290.0,3066.0,90900.0,28859.0,125200.0,20000.0,74251.0,3079.0,7034.0,,57.0,511988.0,1797.0,404310.0,36396.0,375000.0,446000.0,174315.0,16717.0,441062.0,1269.0,669.0,135209.0,2830658.0,237011.0,470865.0,255086.0,,459016.0,1122400.0,1400.0,235601.0,,41803.0,102893.0,778141.0,661724.0,22200.0,254887.0,360700.0,185500.0,110000.0,2504494.0,61500.0,719200.0,242900.0,4365055.0,51266.0,,585000.0,20840.0,,6954.0,69038547.0,2141215.0,17054.0,1346020.0,778141.0,9113166.0,4791913.0,544272.0,1819.0,3775162.0,41776842.0,1017190.0,31889854.0,5318332.0,3551466.0,15295843.0,6554152.0,436015.0,4037607.0,4268069.0,711481.0,711481.0,12045628.0,11802728.0,125369.0,1875954.0,1819.0,4010969.0,1816662.0
2009,72765.0,47202.0,267469.0,894000.0,120844.0,295134.0,485609.0,204237.0,431573.0,310600.0,,6523.0,1943.0,71507.0,1222885.0,35456.0,435491.0,1330617.0,31684433.0,31680788.0,3645.0,1340.0,73924.0,7274.0,141996.0,,687808.0,27513.0,8000.0,508833.0,21000.0,5446.0,4268.0,1729615.0,80700.0,1070678.0,268322.0,461.0,22113.0,172.0,575368.0,1985000.0,2854420.0,36576.0,13100.0,114650.0,2325653.0,845600.0,31111.0,117970.0,1492.0,113500.0,12828.0,138100.0,20000.0,53259.0,2340.0,7039.0,,57.0,561493.0,2877.0,422572.0,39134.0,407000.0,431000.0,106356.0,13581.0,366360.0,680.0,685.0,137208.0,2626273.0,263146.0,494491.0,209594.0,,517491.0,1441200.0,1637.0,281868.0,,37689.0,95662.0,817698.0,601979.0,21000.0,251054.0,360978.0,148000.0,110000.0,2782365.0,64000.0,853400.0,229000.0,4394267.0,58775.0,,635000.0,20074.0,,6891.0,71638292.0,2161994.0,15422.0,1328874.0,817698.0,9092087.0,4829758.0,604778.0,2098.0,3655453.0,44012593.0,1078470.0,33712332.0,5324202.0,3897589.0,15645484.0,6870040.0,379995.0,4138553.0,4256896.0,726134.0,726134.0,11942546.0,11713546.0,145535.0,1847442.0,2098.0,4077681.0,1746381.0
2010,59850.0,54604.0,378637.0,720000.0,56487.0,264401.0,270805.0,211665.0,525552.0,343980.0,,17366.0,1989.0,71659.0,1279124.0,43235.0,371025.0,1624242.0,33265186.0,33263000.0,2186.0,1638.0,89124.0,6950.0,99801.0,,712312.0,24190.0,9073.0,493119.0,23000.0,1983.0,4262.0,1751269.0,21100.0,834960.0,273804.0,434.0,21773.0,174.0,496916.0,1777200.0,2903572.0,39601.0,21100.0,131474.0,2204972.0,786500.0,28770.0,107150.0,1195.0,111000.0,10325.0,154429.0,22000.0,34020.0,2406.0,7037.0,,51.0,584655.0,2116.0,444861.0,41754.0,334000.0,444154.0,121383.0,11491.0,525855.0,490.0,690.0,143861.0,1877906.0,212902.0,460285.0,207903.0,,552860.0,992000.0,1058.0,239945.0,,34215.0,117569.0,724232.0,645918.0,23500.0,201641.0,393146.0,156000.0,126000.0,2600000.0,63000.0,897000.0,235450.0,4210290.0,52226.0,,712000.0,20246.0,,6826.0,71187919.0,2203907.0,15058.0,1464617.0,724232.0,9045252.0,4581315.0,629602.0,1492.0,3832843.0,45363388.0,1149150.0,35224283.0,5325597.0,3664358.0,13866817.0,5727388.0,366321.0,4034047.0,3739061.0,708555.0,708555.0,10548473.0,10313023.0,146253.0,1875063.0,1492.0,3998566.0,1934580.0
2011,62041.0,64000.0,404105.0,1150000.0,77602.0,299778.0,302810.0,223067.0,190829.0,228405.0,,20752.0,2014.0,75334.0,1338995.0,40413.0,420102.0,1588347.0,35986667.0,35985000.0,1667.0,1219.0,99676.0,7121.0,84594.0,,752300.0,25735.0,9187.0,455817.0,32000.0,2702.0,5249.0,1762640.0,64300.0,898448.0,274115.0,438.0,22440.0,175.0,292810.0,2891000.0,3112900.0,45948.0,20400.0,119231.0,2411201.0,655300.0,39653.0,114654.0,779.0,127700.0,7501.0,135807.0,20500.0,49099.0,2130.0,7030.0,,42.0,630533.0,2651.0,512407.0,42704.0,418000.0,439418.0,124552.0,8469.0,598804.0,833.0,697.0,149561.0,2493078.0,247229.0,379541.0,268842.0,,620362.0,1198000.0,1210.0,265576.0,,31355.0,105355.0,781124.0,670264.0,20684.0,327500.0,307760.0,183300.0,128000.0,2680075.0,62800.0,954100.0,239890.0,4281731.0,73368.0,,769363.0,20278.0,,6761.0,77073277.0,2316523.0,14570.0,1520829.0,781124.0,9702017.0,4701833.0,685148.0,1648.0,4313388.0,49481501.0,1257817.0,37773808.0,6728201.0,3721675.0,14834040.0,6174383.0,379729.0,4339995.0,3939933.0,739196.0,739196.0,11361308.0,11121418.0,152805.0,2086849.0,1648.0,5171016.0,2071649.0
2012,70000.0,71300.0,397529.0,1050000.0,110289.0,289064.0,262108.0,234771.0,511471.0,220400.0,,7666.0,2025.0,50023.0,1339771.0,30942.0,282766.0,1607415.0,38492519.0,38491000.0,1519.0,2190.0,37414.0,6842.0,118709.0,,785000.0,18731.0,9129.0,541239.0,34000.0,1855.0,4807.0,1306333.0,45000.0,972405.0,265822.0,466.0,23242.0,177.0,650600.0,2203400.0,3103883.0,52318.0,12100.0,108000.0,1991312.0,793800.0,36377.0,129700.0,1128.0,137000.0,9449.0,125714.0,20500.0,72497.0,1816.0,7000.0,,27.0,375045.0,2027.0,485642.0,48946.0,281000.0,437107.0,127171.0,10976.0,556307.0,910.0,705.0,146774.0,2877336.0,220761.0,394596.0,281849.0,,462935.0,1403000.0,1196.0,243987.0,,44481.0,55300.0,795758.0,481223.0,23390.0,233556.0,349166.0,218300.0,111000.0,2888985.0,63300.0,1126800.0,203550.0,4078839.0,50270.0,,829000.0,20348.0,,6500.0,78598077.0,2366296.0,14628.0,1555910.0,795758.0,9004010.0,4361605.0,432464.0,1662.0,4208279.0,51812137.0,1377300.0,40465915.0,5990202.0,3978720.0,14689463.0,7508123.0,357355.0,3546367.0,3277618.0,726171.0,726171.0,10634145.0,10430595.0,153960.0,2267222.0,1662.0,4675788.0,2068266.0
2013,78597.0,75730.0,455937.0,970000.0,111946.0,288878.0,234585.0,246685.0,311495.0,228900.0,,7830.0,2057.0,85117.0,1231472.0,55013.0,427201.0,1716253.0,39683908.0,39682616.0,1292.0,2547.0,121738.0,5313.0,121803.0,,780000.0,31184.0,8685.0,629613.0,36539.0,4411.0,4905.0,1688158.0,68600.0,803784.0,253700.0,452.0,24304.0,178.0,591870.0,1915000.0,3035493.0,62433.0,15200.0,112128.0,2216963.0,741700.0,40635.0,143856.0,396.0,143000.0,14751.0,126485.0,20500.0,62586.0,1926.0,6900.0,,35.0,858608.0,2518.0,583230.0,42814.0,314000.0,444178.0,112929.0,9769.0,606016.0,1005.0,710.0,156350.0,3085074.0,287314.0,493701.0,307246.0,,513580.0,1573000.0,1149.0,458409.0,,45949.0,92449.0,903843.0,546400.0,27400.0,210129.0,256614.0,227000.0,120000.0,3128450.0,63200.0,1211400.0,398500.0,4731694.0,45626.0,,894000.0,20072.0,,6500.0,82830201.0,2726919.0,13796.0,1809280.0,903843.0,10213825.0,5158895.0,919629.0,1601.0,4133700.0,53036481.0,1471056.0,41699309.0,5685750.0,4180366.0,16119920.0,7816430.0,568706.0,4253302.0,3481482.0,733056.0,733056.0,11767491.0,11368991.0,156213.0,2388370.0,1601.0,4370893.0,2330771.0
2014,89403.0,82060.0,462815.0,711052.0,132627.0,266771.0,310339.0,252327.0,512641.0,318400.0,,7994.0,2419.0,44795.0,1378617.0,54502.0,409839.0,1721893.0,40924707.0,40923200.0,1507.0,2247.0,96703.0,4848.0,128292.0,,777126.0,35371.0,7406.0,623625.0,39496.0,2307.0,5211.0,1847551.0,82300.0,1115900.0,252240.0,502.0,24812.0,180.0,779850.0,2497680.0,2412494.0,63376.0,19600.0,77813.0,2473608.0,816300.0,39902.0,157870.0,606.0,145000.0,9623.0,180565.0,17460.0,60177.0,2615.0,6971.0,3203.0,39.0,716865.0,2656.0,536199.0,35921.0,353000.0,490000.0,95684.0,13322.0,616748.0,1250.0,714.0,159879.0,3195299.0,273721.0,474712.0,370024.0,,513195.0,1624000.0,990.0,336313.0,,48494.0,99834.0,777741.0,620823.0,24580.0,231343.0,397858.0,236000.0,121500.0,2480444.0,63100.0,1085350.0,451400.0,5358740.0,52762.0,,965000.0,20098.0,,6701.0,85346330.0,2556821.0,17481.0,1761599.0,777741.0,10588413.0,5768579.0,781353.0,1492.0,4036989.0,53953463.0,1566970.0,42992845.0,5660240.0,3733408.0,17490862.0,8311647.0,621591.0,4378476.0,4179148.0,756771.0,756771.0,13097522.0,12646122.0,163590.0,2563987.0,1492.0,5181567.0,2303217.0
2015,89733.0,91736.0,451472.0,693275.0,126995.0,295196.0,287599.0,256398.0,354817.0,284210.0,,5308.0,2522.0,91471.0,1264651.0,58419.0,348508.0,1710319.0,38900319.0,38899000.0,1319.0,2506.0,101752.0,4880.0,155361.0,,776710.0,35647.0,6726.0,695769.0,47273.0,2700.0,6027.0,1968628.0,25700.0,973462.0,267018.0,471.0,26227.0,183.0,511460.0,2134000.0,2500000.0,42307.0,18800.0,108000.0,2473608.0,811500.0,56570.0,147561.0,589.0,128000.0,7815.0,210424.0,14129.0,73583.0,2419.0,7119.0,3308.0,28.0,750325.0,2817.0,674153.0,43502.0,336000.0,540000.0,136931.0,10800.0,620481.0,800.0,614.0,159550.0,3168818.0,324994.0,582846.0,307660.0,,476059.0,1612700.0,1021.0,431759.0,,46250.0,115091.0,934375.0,593592.0,25350.0,214250.0,347844.0,230387.0,90000.0,2569759.0,63200.0,1179570.0,459600.0,4556790.0,55454.0,,1060000.0,17686.0,,6660.0,82408896.0,2877574.0,17676.0,1925523.0,934375.0,9626415.0,4905298.0,824008.0,1492.0,3895617.0,51860910.0,1629148.0,41071375.0,5393024.0,3767363.0,17208801.0,7871114.0,640322.0,4630797.0,4066568.0,835196.0,835196.0,12779170.0,12319570.0,166656.0,2608779.0,1492.0,4845538.0,2512716.0
2016,140903.0,101532.0,500855.0,458908.0,62574.0,308298.0,101667.0,254296.0,508816.0,238244.0,,6587.0,2578.0,69062.0,1055383.0,44755.0,417989.0,1730081.0,40394483.0,40393000.0,1483.0,2259.0,44781.0,4200.0,124997.0,,786491.0,36470.0,6121.0,754846.0,51519.0,5497.0,6401.0,1823123.0,65200.0,1032913.0,279665.0,448.0,26499.0,183.0,497108.0,2521000.0,2096749.0,44495.0,21800.0,100000.0,2455616.0,765000.0,55197.0,188099.0,623.0,139901.0,9854.0,344469.0,9414.0,65579.0,1510.0,7102.0,3313.0,16.0,716931.0,1638.0,406379.0,41011.0,317000.0,550000.0,101088.0,12522.0,669912.0,860.0,547.0,158098.0,3604271.0,241611.0,576369.0,411768.0,,467259.0,1701100.0,1046.0,400473.0,,20722.0,59573.0,916143.0,621164.0,26280.0,227300.0,344809.0,224128.0,126000.0,2925828.0,63200.0,1099240.0,481100.0,5214040.0,37675.0,,1441566.0,17362.0,,6550.0,85008032.0,2731225.0,17588.0,1797494.0,916143.0,9880305.0,5632029.0,795132.0,1494.0,3451650.0,54274689.0,2056894.0,42522343.0,5476162.0,4219290.0,17263515.0,8480036.0,665503.0,4376219.0,3741757.0,858298.0,858298.0,12633176.0,12152076.0,216278.0,3088109.0,1494.0,5674759.0,2440529.0
2017,175000.0,96338.0,494239.0,458908.0,116051.0,313730.0,185244.0,275093.0,317078.0,86236.0,,8039.0,2751.0,52252.0,1307642.0,44927.0,402082.0,1749037.0,41391451.0,41390000.0,1451.0,3065.0,56570.0,3792.0,105280.0,,792982.0,20496.0,5553.0,716271.0,56011.0,3648.0,6758.0,1695949.0,19700.0,596666.0,253107.0,463.0,25383.0,185.0,473662.0,2265000.0,2398831.0,47626.0,21369.0,113000.0,1921272.0,735200.0,24496.0,181057.0,300.0,150801.0,7464.0,316155.0,8487.0,87367.0,983.0,7113.0,3447.0,21.0,714149.0,1347.0,820547.0,19850.0,227000.0,470000.0,43366.0,12664.0,564693.0,919.0,489.0,149787.0,2441393.0,329371.0,545349.0,487161.0,,348656.0,1493600.0,1774.0,378644.0,,32478.0,80000.0,929028.0,587034.0,22130.0,145864.0,308985.0,231458.0,98300.0,3032164.0,63200.0,1076180.0,535300.0,5240670.0,48471.0,,1028796.0,17011.0,,6514.0,83135970.0,3084246.0,17374.0,2137844.0,929028.0,10166420.0,5642752.0,795728.0,2237.0,3725703.0,54826699.0,1655312.0,43464982.0,5431413.0,4274992.0,14274875.0,6820415.0,717196.0,3799322.0,2937942.0,783730.0,783730.0,10174173.0,9638873.0,230460.0,2793073.0,2237.0,5007257.0,2663287.0
2018,217192.0,108375.0,487808.0,510478.0,109939.0,268355.0,387950.0,277158.0,700198.0,231300.0,,3684.0,2805.0,112513.0,1203007.0,50300.0,402978.0,1700065.0,39235019.0,39233400.0,1619.0,4734.0,90250.0,1910.0,151530.0,,799473.0,32650.0,5050.0,716148.0,60504.0,1640.0,7200.0,1740350.0,82700.0,1198520.0,285810.0,469.0,24853.0,186.0,678780.0,2327000.0,1936697.0,49644.0,20140.0,111000.0,2466990.0,756100.0,20517.0,222482.0,426.0,148456.0,13900.0,239001.0,8457.0,80680.0,2080.0,7125.0,2639.0,20.0,659692.0,1688.0,696950.0,28895.0,269100.0,480000.0,140296.0,14878.0,543645.0,932.0,444.0,140569.0,3999520.0,263960.0,475303.0,665184.0,,634770.0,1859400.0,1826.0,460404.0,,43930.0,86590.0,829636.0,562960.0,30610.0,296778.0,476635.0,237080.0,111959.0,3625960.0,64210.0,1462360.0,505600.0,4644790.0,48373.0,,1130335.0,16706.0,,6477.0,85823680.0,2867625.0,16667.0,2021322.0,829636.0,9410823.0,5047768.0,745235.0,2295.0,3615525.0,53137673.0,1802563.0,41265895.0,5057113.0,5012102.0,19659204.0,10245972.0,707298.0,4579856.0,4126078.0,748355.0,748355.0,13839040.0,13333440.0,276241.0,3257276.0,2295.0,5398439.0,2569440.0
2019,250324.0,105933.0,558830.0,538722.0,81674.0,265150.0,239210.0,292736.0,336697.0,259840.0,,4321.0,2931.0,98265.0,1222979.0,43620.0,377929.0,1621321.0,42426578.0,42425400.0,1178.0,5053.0,68350.0,1840.0,99500.0,,805965.0,25210.0,4658.0,726794.0,64997.0,1850.0,8090.0,1753500.0,44300.0,991450.0,277110.0,475.0,25226.0,187.0,498330.0,2316000.0,2241124.0,75831.0,19880.0,104000.0,2303690.0,701600.0,21051.0,216540.0,702.0,151207.0,10390.0,216861.0,8428.0,32070.0,1930.0,7137.0,2978.0,10.0,761483.0,1490.0,809762.0,31386.0,273000.0,553606.0,88701.0,15593.0,499490.0,937.0,415.0,142284.0,3080600.0,355700.0,535324.0,610921.0,,492700.0,1950800.0,1482.0,499578.0,,35190.0,54270.0,891979.0,638840.0,22210.0,189726.0,286564.0,242918.0,119845.0,3618752.0,66525.0,1153970.0,456400.0,4997680.0,42322.0,,1124017.0,21946.0,,6441.0,87236221.0,3132896.0,17258.0,2223659.0,891979.0,9810144.0,5375609.0,851893.0,1957.0,3580685.0,56379811.0,1801207.0,44469467.0,5342645.0,4766492.0,17094614.0,8302328.0,591693.0,4491937.0,3708656.0,818756.0,818756.0,12044780.0,11588380.0,318092.0,3174035.0,1957.0,5247585.0,2705161.0
